-0.021202918,0.192526743,-0.08122649,0.095109627,0.116119824,-0.01580859,0.262014568,0.476336807,0.085562155,0.0520382,0.39050892,0.021047557,0.161461383,0.209680095,0.07100749,0.189895794,0.364830256,0.204767972,0.265499592,-0.095506094,0.379825532,0.362117827
-0.163573608,0.050879363,-0.00603275,0.418702215,0.300586492,0.179472193,0.273980737,0.180679426,-0.011799774,0.027312074,0.026923249,0.037581164,0.173310399,0.061654434,0.111040466,0.234232172,0.192143008,0.317021608,0.244154885,0.216454834,0.069347762,0.034970593
0.305158168,0.279089808,-0.31753692,-0.01286183,0.174504891,0.152446225,0.099531889,0.321197659,0.204342633,0.146333665,0.226468384,-0.075873762,0.258334309,0.237910748,0.121793464,0.272002667,0.038654257,0.273278654,0.283091843,0.133226484,0.064353295,0.214891881
0.221213281,0.165105999,0.148198843,0.3052091,0.02111038,0.187902421,0.2328161,0.133959144,0.208280146,0.227875963,0.061868373,0.134936303,0.15657644,0.020744476,0.243349224,0.165629804,0.268492192,0.086325377,0.140415519,0.258916706,0.28010264,0.124437995
0.188526407,0.014214233,0.051633243,0.165642545,0.023672558,0.108783916,0.190411121,0.20074302,0.089166015,0.233598843,0.343855709,0.277009845,0.247818172,0.164599165,0.398140281,0.349272966,0.243674368,0.040845435,0.086786367,0.187473699,0.232850909,0.019030415
0.036472414,0.140162528,-0.099377371,0.335560471,0.373834401,0.195103347,-0.003028261,0.257420838,0.271593451,0.27838093,0.336328775,0.249570444,0.227990583,0.330387712,0.235663533,0.119149782,0.27984795,0.132370725,-0.023192044,0.178477198,0.182009757,0.15109551
0.294748157,-0.14916411,0.012568937,-0.0683273,0.018178053,-0.002608872,0.250389695,-0.052387975,0.388074934,0.00390694,-0.241009474,0.273476452,0.449399978,0.424110144,0.270461798,0.20865114,0.27275908,0.307056457,0.281807363,-0.108124271,0.030949043,-0.187447369
0.165879399,-0.023501068,-0.067646436,-0.139133587,0.012348206,-0.030485509,-0.052007638,0.096868679,-0.062703758,0.081610218,0.249053419,0.054743003,0.071135685,0.299604237,0.367683649,0.101775706,0.142598212,0.077395104,0.271230936,0.120928369,-0.155166298,0.267950535
-0.200248927,0.027109172,-0.165633202,-0.034484137,-0.009216371,0.248269826,-0.214309499,0.054559629,0.305108935,0.283435673,-0.021876996,-0.016927527,0.138595343,0.328367174,0.332030475,0.337692231,-0.025824687,0.102507509,0.166356519,0.017051475,0.02381943,0.15149878
-0.134356454,-0.094180003,-0.347063959,-0.191141218,-0.289149225,-0.175815701,0.012503566,-0.02982671,-0.201029971,0.236816421,0.173037887,0.340762943,0.43384099,0.12386664,0.097107239,0.251051039,0.54599613,0.057015687,-0.089505598,-0.092079662,-0.048172008,0.133538902
0.021807382,-0.152989551,0.000840476,-0.117753237,0.071192563,-0.246158451,0.294855952,0.066681162,0.216235802,0.230244577,0.23096621,0.040447272,0.054139391,0.174036264,0.712173522,0.911033571,0.179967985,-0.396467805,-0.266142249,0.058028501,0.047728851,-0.051189233
0.050495628,-0.123216331,-0.095870294,-0.282177508,-0.350914031,-0.103872649,-0.017690746,0.117838979,0.085436508,-0.163560033,0.141108274,-0.039314751,0.247263804,0.401597261,1.060191751,1.199827909,0.695190847,0.381227195,0.240407556,0.034606386,-0.076646321,-0.188554421
0.033810057,-0.132237434,-0.138451874,0.147478923,0.121678002,-0.309315562,-0.188559517,-0.213314503,0.088258468,-0.122273132,-0.010989011,0.141508996,0.197848052,0.944262922,0.716746032,1.229608774,-0.162489489,0.44422552,-0.156148553,0.274685383,0.11234957,-0.238565296
0.569673777,-0.262669116,-0.171234682,0.027003899,0.281522095,-0.545483351,-0.141244963,-0.263555437,-0.078800142,0.121861383,-0.060521066,-0.238562748,0.896925449,1.007824183,0.783769369,0.563893199,-0.192963958,0.534485877,0.172175333,0.561110258,0.449712396,-0.65693897
0.07690271,-0.090852059,-0.327960521,-0.370898664,0.088465616,0.002908556,0.3211824,-0.192986026,-0.371101558,0.025037695,0.101798624,-0.163330808,0.825517237,0.504721105,0.210414439,-0.186855644,0.0204779,0.163090557,0.094198681,0.571151853,1.075271845,0.136536598
0.152910605,-0.161890119,-0.544451892,-0.305390775,0.13181296,-0.102656931,0.298332483,-0.40710789,-0.898269355,-0.619368851,-0.291825145,-0.426802218,0.709261596,-0.026517443,0.519033015,-0.127209023,0.484205872,-0.28622961,0.821645081,0.495059907,0.811291993,1.19278574
0.26950416,0.557339191,-0.627258301,-0.592561066,-0.65509671,-0.272798985,-0.51197809,-0.932792544,-0.487083852,-0.956752062,-1.134544134,-0.445893735,0.769929528,-0.137850806,0.040392939,0.182694018,0.034346603,0.177265733,0.701657414,0.624944031,1.284964681,1.737538099
0.296252519,0.58166033,-0.152824014,-0.527699232,0.110680506,-0.452359468,-1.024238825,-0.261821866,-0.407995909,-0.791478813,-0.84133178,-1.100684047,1.225974321,-0.533321917,-0.02316233,0.406054348,0.468688488,1.093482256,0.196416691,0.122571118,0.904595017,1.828590512
0.07695619,0.678182662,0.090245903,0.223337397,0.180295691,-0.561292827,-1.331121325,-0.716482043,-0.128434077,-0.860960722,-0.703885913,-0.590530336,-0.284020603,-0.044752378,-0.15944849,-0.209495857,0.502458632,1.353930473,0.599222064,-0.524069905,0.599490345,0.439312577
0.589253485,0.697952509,0.233431607,-0.587805152,-0.749873519,-0.517158449,-0.216360599,0.083511055,-0.3734065,-1.048200965,-0.248679027,-0.251370251,0.017944587,-0.265211791,-0.634481311,-0.547905445,1.018482089,0.821281731,0.547913969,0.504378974,0.354327708,0.995238185
0.207121313,-0.48932004,-0.416382849,0.048893631,-0.829135537,-0.068351075,-0.16167447,0.037531074,-0.416102707,-0.828056514,-0.248948991,0.049682319,0.516562521,-0.200751513,-0.826553822,-0.117915392,-0.017013272,0.80989629,0.576298296,0.729853213,0.250330269,0.915188372
-0.05364529,-0.541456699,-0.023767643,-0.513365269,-0.516549766,-0.054407664,0.078463957,-0.675632358,0.515912175,-1.28267765,-0.211394995,0.118480802,-0.024346637,-0.067021593,-1.083952546,-0.076889969,0.551741064,0.733870566,1.240907669,1.440223575,0.961768568,0.161060676
-0.160869658,-0.136471227,-0.63910985,0.156660482,-0.359150678,-0.423692435,0.692368031,0.269635737,1.17414844,0.244958863,0.445926011,0.451018095,0.022416089,0.170401841,-1.236335158,0.082078002,1.204722166,0.238595009,0.366427153,0.388424724,-0.215481922,0.916991591
